Kernel,C,C1_mean_f1,C2_mean_f1,C3_mean_f1,C4_mean_f1,C5_mean_f1,C6_mean_f1,C7_mean_f1,C8_mean_f1,C9_mean_f1,overall_mean
linear,0.01,0.971313525864806,0.9956273469154825,0.9977384898888904,0.9679647060242663,0.8066666666666666,0.9690755913309769,0.9744923156883644,0.9546717886286118,0.9852038190285055,0.9580838055596188
linear,0.1,0.9730087215427604,0.9956205219086576,0.9980201845381483,0.9777794680633896,0.7733333333333334,0.9759880088009373,0.9769165581126067,0.9529863490426104,0.9835909049654807,0.9563604500342137
linear,1.0,0.9735849663314073,0.9949425712307068,0.998303479750802,0.9693594407888911,0.7733333333333334,0.9759880088009373,0.987576204950065,0.9500246057788362,0.9835909049654807,0.9563003906589399
linear,100.0,0.9725658701275407,0.9946058786058787,0.9980233721388381,0.9709926222228971,0.8066666666666666,0.9748891077020362,0.9825850340136055,0.9520330153369118,0.9835909049654807,0.9595502746422062
linear,500.0,0.9715143267809152,0.9946058786058787,0.9985883438902505,0.9641830591345781,0.7733333333333334,0.9665190753820518,0.9694995082887248,0.94554108905918,0.9835909049654807,0.9519306132711548
linear,1000.0,0.9720432427937024,0.9946058786058787,0.9980201574863701,0.9622999422514613,0.7733333333333334,0.96031867125151,0.96273622326457,0.9428512402824909,0.9827645688332669,0.9498859175669536
linear,1500.0,0.9715472383847741,0.9946058786058787,0.9980201574863701,0.9571613820511503,0.7733333333333334,0.9623537436332399,0.96273622326457,0.9414433816137148,0.9827645688332669,0.9493295452451442
